,delay[s]
221819,0.214
221820,0.096
221821,0.22
221822,0.15
221823,0.234
221824,0.078
221825,0.457
221826,0.116
221827,0.273
221828,0.217
221829,0.209
221830,0.087
221831,0.097
221832,0.279
221833,0.079
221834,0.158
221835,0.067
221836,0.323
221837,0.043
221838,0.201
221839,0.21
221840,0.076
221841,0.086
221842,0.016
221843,0.337
221844,0.143
221845,0.147
221846,0.123
221847,0.091
221848,0.117
221849,0.062
221850,0.089
221851,0.094
221852,0.059
221853,0.207
221854,0.063
221855,0.348
221856,0.08
221857,0.397
221858,0.093
221859,0.163
221860,0.277
221861,0.344
221862,0.109
221863,0.267
221864,0.074
221865,0.088
221866,0.097
221867,0.083
221868,0.337
221869,0.187
221870,0.021
221871,0.081
221872,0.147
221873,0.209
221874,0.084
221875,0.545
221876,0.044
221877,0.647
221878,0.132
221879,0.13
221880,0.244
221881,0.2
221882,0.065
221883,0.201
221884,0.265
221885,0.309
221886,0.23
221887,0.012
221888,0.569
221889,0.023
221890,0.056
221891,0.194
221892,0.034
221893,0.06
221894,0.111
221895,0.061
221896,0.217
221897,0.01
221898,0.078
221899,0.129
221900,0.119
221901,0.134
221902,0.276
221903,0.258
221904,0.059
221905,0.203
221906,0.242
221907,0.115
221908,0.11
221909,0.107
221910,0.202
221911,0.353
221912,0.084
221913,0.04
221914,0.077
221915,0.101
221916,0.051
221917,0.177
221918,0.172
221919,0.051
221920,0.508
221921,0.069
221922,0.31
221923,0.123
221924,0.023
221925,0.094
221926,0.029
221927,0.106
221928,0.288
221929,0.093
221930,0.3
221931,0.027
221932,0.092
221933,0.117
221934,0.06
221935,0.245
221936,0.129
221937,0.249
221938,0.077
221939,0.122
221940,0.048
221941,0.212
221942,0.035
221943,0.607
221944,0.096
221945,0.179
221946,0.43
221947,0.175
221948,0.109
221949,0.161
221950,0.148
221951,0.189
221952,0.124
221953,0.152
221954,0.177
221955,0.161
221956,0.086
221957,0.011
221958,0.141
221959,0.158
221960,0.272
221961,0.178
221962,0.166
221963,0.052
221964,0.186
221965,0.166
221966,0.026
221967,0.345
221968,0.096
221969,0.207
221970,0.214
221971,0.135
221972,0.113
221973,0.294
221974,0.232
221975,0.213
221976,0.221
221977,0.207
221978,0.207
221979,0.546
221980,0.192
221981,0.125
221982,0.213
221983,0.253
221984,0.074
221985,0.052
221986,0.042
221987,0.337
221988,0.043
221989,0.217
221990,0.277
221991,0.038
221992,0.197
221993,0.112
221994,0.228
221995,0.503
221996,0.069
221997,0.077
221998,0.45
221999,0.236
222000,0.121
222001,0.114
222002,0.058
222003,0.104
222004,0.198
222005,0.244
222006,0.069
222007,0.071
222008,0.149
222009,0.126
222010,0.14
222011,0.135
222012,0.291
222013,0.057
222014,0.277
222015,0.1
222016,0.01
222017,0.196
222018,0.123
222019,0.02
222020,0.327
222021,0.587
222022,0.388
222023,0.037
222024,0.14
222025,0.067
222026,0.381
222027,0.075
222028,0.112
222029,0.031
222030,0.049
222031,0.074
222032,0.284
222033,0.094
222034,0.661
222035,0.247
222036,0.268
222037,0.324
222038,0.536
222039,0.136
222040,0.14
222041,0.061
222042,0.359
222043,0.911
222044,0.128
222045,0.091
222046,0.137
222047,0.17
222048,0.208
222049,0.138
222050,0.086
222051,0.132
222052,0.126
222053,0.115
222054,0.289
222055,0.166
222056,0.352
222057,0.196
222058,0.017
222059,0.052
222060,0.063
222061,0.082
222062,0.194
222063,0.115
222064,0.289
222065,0.219
222066,0.197
222067,0.072
222068,0.064
222069,0.12
222070,0.262
222071,0.079
222072,0.119
222073,0.25
222074,0.082
222075,0.63
222076,0.258
222077,0.21
222078,0.26
222079,0.185
222080,0.076
222081,0.316
222082,0.045
222083,0.185
222084,0.029
222085,0.146
222086,0.218
222087,0.025
222088,0.235
222089,0.164
222090,0.068
222091,0.052
222092,0.377
222093,0.312
222094,0.074
222095,0.867
222096,0.133
222097,0.038
222098,0.08
222099,0.11
222100,0.062
222101,0.094
222102,0.125
222103,0.524
222104,0.396
222105,0.038
222106,0.155
222107,0.088
222108,0.121
222109,0.058
222110,0.013
222111,0.312
222112,0.241
222113,0.176
222114,0.194
222115,0.087
222116,0.144
222117,0.038
222118,0.037
222119,0.036
222120,0.159
222121,0.133
222122,0.13
222123,0.085
222124,0.108
222125,0.086
222126,0.266
222127,0.306
222128,0.33
222129,0.216
222130,0.099
222131,0.167
222132,0.187
222133,0.313
222134,0.337
222135,0.225
222136,0.054
222137,0.089
222138,0.159
222139,0.054
222140,0.093
222141,0.094
222142,0.542
222143,0.158
222144,0.209
222145,0.036
222146,0.18
222147,0.395
222148,0.177
222149,0.268
222150,0.011
222151,0.095
222152,0.168
222153,0.08
222154,0.328
222155,0.202
222156,0.148
222157,0.078
222158,0.062
222159,0.386
222160,0.102
222161,0.194
222162,0.389
222163,0.707
222164,0.126
222165,0.161
222166,0.321
222167,0.029
222168,0.1
222169,0.338
222170,0.083
222171,0.106
222172,0.084
222173,0.079
222174,0.141
222175,0.228
222176,0.088
222177,0.2
222178,0.199
222179,0.114
222180,0.134
222181,0.179
222182,0.728
222183,0.109
222184,0.108
222185,0.12
222186,0.326
222187,0.142
222188,0.123
222189,0.242
222190,0.45
222191,0.052
222192,0.102
222193,0.108
222194,0.247
222195,0.418
222196,0.039
222197,0.156
222198,0.068
222199,0.148
222200,0.14
222201,0.277
222202,0.2
222203,0.269
222204,0.368
222205,0.01
222206,0.051
222207,0.106
222208,0.072
222209,0.068
222210,0.139
222211,0.068
222212,0.157
222213,0.092
222214,0.271
222215,0.071
222216,0.305
222217,0.176
222218,0.192
222219,0.209
222220,0.078
222221,0.14
222222,0.218
222223,0.144
222224,0.401
222225,0.122
222226,0.028
222227,0.147
222228,0.035
222229,0.234
222230,0.156
222231,0.102
222232,0.047
222233,0.135
222234,0.488
222235,0.073
222236,0.146
222237,0.17
222238,0.136
222239,0.091
222240,0.273
222241,0.179
222242,0.398
222243,0.1
222244,0.166
222245,0.147
222246,0.14
222247,0.144
222248,0.133
222249,0.105
222250,0.083
222251,0.236
222252,0.096
222253,0.086
222254,0.199
222255,0.069
222256,0.088
222257,0.141
222258,0.082
222259,0.101
222260,0.123
222261,0.147
222262,0.125
222263,0.259
222264,0.169
222265,0.14
222266,0.084
222267,0.076
222268,0.271
222269,0.348
222270,0.06
222271,0.191
222272,0.017
222273,0.152
222274,0.067
222275,0.057
222276,0.565
222277,0.103
222278,0.112
222279,0.077
222280,0.102
222281,0.236
222282,0.215
222283,0.167
222284,0.166
222285,0.079
222286,0.474
222287,0.201
222288,0.169
222289,0.226
222290,0.16
222291,0.148
222292,0.369
222293,0.223
222294,0.148
222295,0.12
222296,0.177
222297,0.264
222298,0.142
222299,0.515
222300,0.051
222301,0.051
222302,0.175
222303,0.026
222304,0.161
222305,0.115
222306,0.178
222307,0.092
222308,0.115
222309,0.349
222310,0.371
222311,0.146
222312,0.145
222313,0.093
222314,0.467
222315,0.137
222316,0.148
222317,0.129
222318,0.677
222319,0.233
222320,0.166
222321,0.207
222322,0.19
222323,0.14
222324,0.194
222325,0.102
222326,0.091
222327,0.071
222328,0.087
222329,0.133
222330,0.175
222331,0.197
222332,0.331
222333,0.056
222334,0.142
222335,0.11
222336,0.237
222337,0.099
222338,0.117
222339,0.14
222340,0.119
222341,0.081
222342,0.338
222343,0.034
222344,0.305
222345,0.028
222346,0.083
222347,0.123
222348,0.098
222349,0.302
222350,0.153
222351,0.051
222352,0.528
222353,0.176
222354,0.146
222355,0.029
222356,0.089
222357,0.202
222358,0.035
222359,0.089
222360,0.065
222361,0.098
222362,0.058
222363,0.022
222364,0.081
222365,0.145
222366,0.024
222367,0.287
222368,0.142
222369,0.53
222370,0.144
222371,0.143
222372,0.088
222373,0.021
222374,0.2
222375,0.132
222376,0.083
222377,0.314
222378,0.017
222379,0.153
222380,0.299
222381,0.215
222382,0.063
222383,0.043
222384,0.204
222385,0.162
222386,0.173
222387,0.384
222388,0.092
222389,0.247
222390,0.167
222391,0.069
222392,0.125
222393,0.062
222394,0.322
222395,0.166
222396,0.061
222397,0.154
222398,0.113
222399,0.206
222400,0.01
222401,0.108
222402,0.092
222403,0.354
222404,0.107
222405,0.114
222406,0.112
222407,0.147
222408,0.185
222409,0.274
222410,0.118
222411,0.125
222412,0.363
222413,0.293
222414,0.077
222415,0.111
222416,0.386
222417,0.095
222418,0.035
222419,0.204
222420,0.218
222421,0.156
222422,0.112
222423,0.193
222424,0.123
222425,0.133
222426,0.027
222427,0.03
222428,0.195
222429,0.144
222430,0.09
222431,0.132
222432,0.263
222433,0.131
222434,0.183
222435,0.16
222436,0.062
222437,0.037
222438,0.146
222439,0.041
222440,0.043
222441,0.158
222442,0.067
222443,0.074
222444,0.187
222445,0.338
222446,0.076
222447,0.149
222448,0.191
222449,0.134
222450,0.082
222451,0.24
222452,0.07
222453,0.049
222454,0.182
222455,0.024
222456,0.109
222457,0.068
222458,0.068
222459,0.08
222460,0.065
222461,0.499
222462,0.502
222463,0.056
222464,0.095
222465,0.156
222466,0.383
222467,0.171
222468,0.406
222469,0.341
222470,0.041
222471,0.527
222472,0.101
222473,0.079
222474,0.168
222475,0.043
222476,0.281
222477,0.183
222478,0.303
222479,0.117
222480,0.074
222481,0.192
222482,0.13
222483,0.148
222484,0.255
222485,0.26
222486,0.032
222487,0.194
222488,0.217
222489,0.4
222490,0.034
222491,0.189
222492,0.714
222493,0.127
222494,0.077
222495,0.325
222496,0.222
222497,0.105
222498,0.397
222499,0.094
222500,0.167
222501,0.028
222502,0.274
222503,0.103
222504,0.319
222505,0.452
222506,0.139
222507,0.156
222508,0.251
222509,0.055
222510,0.068
222511,0.065
222512,0.371
222513,0.17
222514,0.116
222515,0.042
222516,0.037
222517,0.15
222518,0.081
222519,0.548
222520,0.035
222521,0.114
222522,0.05
222523,0.31
222524,0.28
222525,0.137
222526,0.119
222527,0.072
222528,0.103
222529,0.096
222530,0.548
222531,0.113
222532,0.461
222533,0.182
222534,0.041
222535,0.117
222536,0.098
222537,0.071
222538,0.4
222539,0.159
222540,0.228
222541,0.091
222542,0.276
222543,0.173
222544,0.108
222545,0.196
222546,0.25
222547,0.041
222548,0.168
222549,0.126
222550,0.464
222551,0.238
222552,0.104
222553,0.065
222554,0.107
222555,0.172
222556,0.038
222557,0.416
222558,0.225
222559,0.053
222560,0.031
222561,0.084
222562,0.327
222563,0.168
222564,0.173
222565,0.2
222566,0.331
222567,0.033
222568,0.021
222569,0.247
222570,0.068
222571,0.332
222572,0.032
222573,0.123
222574,0.278
222575,0.382
222576,0.149
222577,0.013
222578,0.052
222579,0.145
222580,0.234
222581,0.327
222582,0.248
222583,0.035
222584,0.039
222585,0.175
222586,0.471
222587,0.167
222588,0.13
222589,0.132
222590,0.142
222591,0.235
222592,0.169
222593,0.06
222594,0.215
222595,0.038
222596,0.125
222597,0.064
222598,0.015
222599,0.435
222600,0.188
222601,0.089
222602,0.1
222603,0.065
222604,0.81
222605,0.081
222606,0.195
222607,0.284
222608,0.097
222609,0.197
222610,0.34
222611,0.089
222612,0.055
222613,0.161
222614,0.042
222615,0.056
222616,0.234
222617,0.177
222618,0.681
222619,0.112
222620,0.115
222621,0.207
222622,0.311
222623,0.373
222624,0.108
222625,0.102
222626,0.078
222627,0.452
222628,0.288
222629,0.218
222630,0.128
222631,0.109
222632,0.209
222633,0.14
222634,0.06
222635,0.102
222636,0.067
222637,0.054
222638,0.293
222639,0.089
222640,0.128
222641,0.308
222642,0.569
222643,0.081
222644,0.296
222645,0.16
222646,0.25
222647,0.106
222648,0.113
222649,0.09
222650,0.082
222651,0.124
222652,0.131
222653,0.124
222654,0.104
222655,0.091
222656,0.045
222657,0.391
222658,0.081
222659,0.123
222660,0.237
222661,0.257
222662,0.098
222663,0.104
222664,0.633
222665,0.234
222666,0.235
222667,0.441
222668,0.025
222669,0.081
222670,0.309
222671,0.457
222672,0.115
222673,0.127
222674,0.188
222675,0.13
222676,0.256
222677,0.181
222678,0.036
222679,0.242
222680,0.138
222681,0.09
222682,0.131
222683,0.305
222684,0.057
222685,0.191
222686,0.171
222687,0.098
222688,0.129
222689,0.111
222690,0.025
222691,0.446
222692,0.106
222693,0.046
222694,0.12
222695,0.065
222696,0.047
222697,0.07
222698,0.132
222699,0.017
222700,0.118
222701,0.24
222702,0.095
222703,0.119
222704,0.052
222705,0.165
222706,0.116
222707,0.053
222708,0.087
222709,0.189
222710,0.096
222711,0.119
222712,0.237
222713,0.06
222714,0.223
222715,0.101
222716,0.196
222717,0.093
222718,0.065
222719,0.244
222720,0.042
222721,0.057
222722,0.14
222723,0.162
222724,0.202
222725,0.068
222726,0.133
222727,0.078
222728,0.236
222729,0.172
222730,0.091
222731,0.144
222732,0.278
222733,0.123
222734,0.293
222735,0.071
222736,0.19
222737,0.075
222738,0.242
222739,0.406
222740,0.099
222741,0.098
222742,0.133
222743,0.152
222744,0.058
222745,0.109
222746,0.085
222747,0.147
222748,0.093
222749,0.147
222750,0.037
222751,0.096
222752,0.037
222753,0.177
222754,0.051
222755,0.098
222756,0.174
222757,0.106
222758,0.089
222759,0.054
222760,0.158
222761,0.112
222762,0.435
222763,0.415
222764,0.124
222765,0.147
222766,0.179
222767,0.028
222768,0.129
222769,0.227
222770,0.299
222771,0.192
222772,0.041
222773,0.219
222774,0.284
222775,0.367
222776,0.127
222777,0.079
222778,0.352
222779,0.06
222780,0.136
222781,0.156
222782,0.179
222783,0.061
222784,0.126
222785,0.25
222786,0.17
222787,0.158
222788,0.138
222789,0.289
222790,0.159
222791,0.106
222792,0.103
222793,0.156
222794,0.005
222795,0.069
222796,0.175
222797,0.138
222798,0.288
222799,0.166
222800,0.171
222801,0.209
222802,0.15
222803,0.414
222804,0.182
222805,0.246
222806,0.13
222807,0.116
222808,0.135
222809,0.198
222810,0.04
222811,0.194
222812,0.155
222813,0.076
222814,0.219
222815,0.058
222816,0.193
222817,0.811
222818,0.082
222819,0.23
222820,0.135
222821,0.187
222822,0.124
222823,0.505
222824,0.185
222825,0.068
222826,0.305
222827,0.141
222828,0.467
222829,0.051
222830,0.254
222831,0.086
222832,0.056
222833,0.093
222834,0.236
222835,0.062
222836,0.287
222837,0.053
222838,0.392
222839,0.1
222840,0.169
222841,0.33
222842,0.089
222843,0.111
222844,0.122
222845,0.312
222846,0.086
222847,0.209
222848,0.036
222849,0.098
222850,0.102
222851,0.21
222852,0.123
222853,0.247
222854,0.431
222855,0.048
222856,0.164
222857,0.231
222858,0.139
222859,0.106
222860,0.451
222861,0.319
222862,0.097
222863,0.021
222864,0.054
222865,0.19
222866,0.178
222867,0.048
222868,0.093
222869,0.13
222870,0.112
222871,0.266
222872,0.511
222873,0.042
222874,0.1
222875,0.053
222876,0.157
222877,0.045
222878,0.164
222879,0.048
222880,0.241
222881,0.28
222882,0.159
222883,0.092
222884,0.039
222885,0.204
222886,0.293
222887,0.405
222888,0.092
222889,0.426
222890,0.261
222891,0.12
222892,0.276
222893,0.517
222894,0.144
222895,0.205
222896,0.038
222897,0.25
222898,0.055
222899,0.088
222900,0.21
222901,0.302
222902,0.04
222903,0.187
222904,0.122
222905,0.094
222906,0.097
222907,0.763
222908,0.086
222909,0.149
222910,0.287
222911,0.102
222912,0.032
222913,0.051
222914,0.06
222915,0.105
222916,0.333
222917,0.181
222918,0.156
222919,0.154
222920,0.04
222921,0.099
222922,0.379
222923,0.337
222924,0.084
222925,0.052
222926,0.463
222927,0.02
222928,0.234
222929,0.103
222930,0.185
222931,0.141
222932,0.041
222933,0.141
222934,0.069
222935,0.26
222936,0.101
222937,0.039
222938,0.073
222939,0.142
222940,0.167
222941,0.077
222942,0.045
222943,0.267
222944,0.164
222945,0.56
222946,0.585
222947,0.171
222948,0.266
222949,0.061
222950,0.119
222951,0.052
222952,0.781
222953,0.227
222954,0.288
222955,0.036
222956,0.228
222957,0.1
222958,0.154
222959,0.185
222960,0.17
222961,0.07
222962,0.169
222963,0.198
222964,0.033
222965,0.12
222966,0.332
222967,0.117
222968,0.191
222969,0.38
222970,0.149
222971,0.211
222972,0.099
222973,0.019
222974,0.15
222975,0.334
222976,0.051
222977,0.07
222978,0.26
222979,0.018
222980,0.097
222981,0.112
222982,0.023
222983,0.219
222984,0.177
222985,0.171
222986,0.351
222987,0.305
222988,0.12
222989,0.091
222990,0.123
222991,0.27
222992,0.077
222993,0.206
222994,0.062
222995,0.324
222996,0.189
222997,0.158
222998,0.166
222999,0.111
223000,0.104
223001,0.042
223002,0.312
223003,0.517
223004,0.207
223005,0.239
223006,0.432
223007,0.19
223008,0.101
223009,0.105
223010,0.151
223011,0.088
223012,0.157
223013,0.447
223014,0.066
223015,0.376
223016,0.098
223017,0.143
223018,0.126
223019,0.009
223020,0.188
223021,0.113
223022,0.117
223023,0.082
223024,0.26
223025,0.079
223026,0.411
223027,0.239
223028,0.121
223029,0.034
223030,0.187
223031,0.112
223032,0.089
223033,0.109
223034,0.156
223035,0.145
223036,0.098
223037,0.041
223038,0.283
223039,0.177
223040,0.195
223041,0.09
223042,0.125
223043,0.145
223044,0.018
223045,0.283
223046,0.21
223047,0.055
223048,0.18
223049,0.234
223050,0.034
223051,0.208
223052,0.073
223053,0.185
223054,0.044
223055,0.165
223056,0.495
223057,0.356
223058,0.233
223059,0.089
223060,0.233
223061,0.261
223062,0.117
223063,0.132
223064,0.472
223065,0.23
223066,0.062
223067,0.028
223068,0.369
223069,0.123
223070,0.103
223071,0.133
223072,0.093
223073,0.204
223074,0.291
223075,0.099
223076,0.088
223077,0.418
223078,0.082
223079,0.176
223080,0.154
223081,0.014
223082,0.101
223083,0.086
223084,0.247
223085,0.231
223086,0.027
223087,0.105
223088,0.096
223089,0.454
223090,0.138
223091,0.226
223092,0.249
223093,0.288
223094,0.123
223095,0.185
223096,0.166
223097,0.714
223098,0.2
223099,0.072
223100,0.874
223101,0.148
223102,0.062
223103,0.134
223104,0.179
223105,0.024
223106,0.288
223107,0.07
223108,0.098
223109,0.129
223110,0.143
223111,0.24
223112,0.115
223113,0.282
223114,0.146
223115,0.296
223116,0.151
223117,0.109
223118,0.197
223119,0.086
223120,0.088
223121,0.107
223122,0.086
223123,0.183
223124,0.042
223125,0.105
223126,0.121
223127,0.438
223128,0.032
223129,0.157
223130,0.253
223131,0.215
223132,0.151
223133,0.068
223134,0.254
223135,0.194
223136,0.028
223137,0.289
223138,0.072
223139,0.11
223140,0.439
223141,0.293
223142,0.06
223143,0.806
223144,0.078
223145,0.107
223146,0.076
223147,0.062
223148,0.215
223149,0.089
223150,0.148
223151,0.066
223152,0.08
223153,0.032
223154,0.286
223155,0.31
223156,0.008
223157,0.054
223158,0.151
223159,0.088
223160,0.138
223161,0.128
223162,0.143
223163,0.325
223164,0.17
223165,0.138
223166,0.203
223167,0.416
223168,0.078
223169,0.044
223170,0.052
223171,0.003
223172,0.117
223173,0.173
223174,0.073
223175,0.035
223176,0.32
223177,0.13
223178,0.078
223179,0.029
223180,0.089
223181,0.028
223182,0.076
223183,0.198
223184,0.139
223185,0.187
223186,0.062
223187,0.126
223188,0.101
223189,0.301
223190,0.143
223191,0.126
223192,0.199
223193,0.294
223194,0.174
223195,0.162
223196,0.153
223197,0.238
223198,0.217
223199,0.122
223200,0.277
223201,0.042
223202,0.081
223203,0.099
223204,0.084
223205,0.08
223206,0.079
223207,0.108
223208,0.162
223209,0.135
223210,0.287
223211,0.08
223212,0.441
223213,0.232
223214,0.131
223215,0.125
223216,0.447
223217,0.12
223218,0.092
223219,0.199
223220,0.132
223221,0.047
223222,0.162
223223,0.105
223224,0.039
223225,0.168
223226,0.308
223227,0.597
223228,0.063
223229,0.322
223230,0.085
223231,0.207
223232,0.05
223233,0.671
223234,0.172
223235,0.141
223236,0.408
223237,0.228
223238,0.213
223239,0.174
223240,0.041
223241,0.097
223242,0.242
223243,0.201
223244,0.499
223245,0.012
223246,0.17
223247,0.071
223248,0.1
223249,0.279
223250,0.106
223251,0.118
223252,0.2
223253,0.142
223254,0.342
223255,0.325
223256,0.042
223257,0.167
223258,0.155
223259,0.025
223260,0.04
223261,0.151
223262,0.165
223263,0.188
223264,0.099
223265,0.112
223266,0.069
223267,0.101
223268,0.072
223269,0.097
223270,0.104
223271,0.072
223272,0.176
223273,0.079
223274,0.163
223275,0.241
223276,0.109
223277,0.27
223278,0.236
223279,0.1
223280,0.064
223281,0.192
223282,0.05
223283,0.343
223284,0.128
223285,0.367
223286,0.213
223287,0.208
223288,0.115
223289,0.383
223290,0.089
223291,0.152
223292,0.029
223293,0.033
223294,0.029
223295,0.462
223296,0.063
223297,0.055
223298,0.287
223299,0.072
223300,0.35
223301,0.021
223302,0.084
223303,0.144
223304,0.105
223305,0.05
223306,0.344
223307,0.16
223308,0.201
223309,0.054
223310,0.094
223311,0.154
223312,0.185
223313,0.055
223314,0.142
223315,0.342
223316,0.035
223317,0.28
223318,0.079
223319,0.299
223320,0.372
223321,0.345
223322,0.253
223323,0.337
223324,0.116
223325,0.154
223326,0.148
223327,0.179
223328,0.268
223329,0.086
223330,0.079
223331,0.192
223332,0.045
223333,0.096
223334,0.058
223335,0.035
223336,0.196
223337,0.072
223338,0.023
223339,0.343
223340,0.122
223341,0.049
223342,0.305
223343,0.121
223344,0.089
223345,0.194
223346,0.013
223347,0.154
223348,0.053
223349,0.333
223350,0.151
223351,0.058
223352,0.231
223353,0.32
223354,0.285
223355,0.01
223356,0.167
223357,0.171
223358,0.33
223359,0.102
223360,0.032
223361,0.078
223362,0.065
223363,0.188
223364,0.076
223365,0.098
223366,0.132
223367,0.081
223368,0.073
223369,0.373
223370,0.339
223371,0.137
223372,0.132
223373,0.058
223374,0.197
223375,0.127
223376,0.08
223377,0.189
223378,0.117
223379,0.429
223380,0.243
223381,0.02
223382,0.06
223383,0.279
223384,0.191
223385,0.178
223386,0.107
223387,0.319
223388,0.054
223389,0.328
223390,0.123
223391,0.264
223392,0.089
223393,0.34
223394,0.181
223395,0.1
223396,0.135
223397,0.147
223398,0.104
223399,0.192
223400,0.136
223401,0.173
223402,0.07
223403,0.107
223404,0.115
223405,0.367
223406,0.707
223407,0.019
223408,0.307
223409,0.133
223410,0.448
223411,0.469
223412,0.356
223413,0.121
223414,0.103
223415,0.188
223416,0.151
223417,0.138
223418,0.028
223419,0.233
223420,0.113
223421,0.086
223422,0.035
223423,0.129
223424,0.098
223425,0.269
223426,0.029
223427,0.039
223428,0.048
223429,0.123
223430,0.337
223431,0.218
223432,0.088
223433,0.272
223434,0.146
223435,0.146
223436,0.077
223437,0.663
223438,0.291
223439,0.328
223440,0.047
223441,0.582
223442,0.114
223443,0.097
223444,0.112
223445,0.251
223446,0.092
223447,0.119
223448,0.073
223449,0.126
223450,0.29
223451,0.181
223452,0.04
223453,0.325
223454,0.179
223455,0.108
223456,0.192
223457,0.098
223458,0.184
223459,0.143
223460,0.198
223461,0.11
223462,0.168
223463,0.074
223464,0.195
223465,0.058
223466,0.046
223467,0.337
223468,0.21
223469,0.092
223470,0.087
223471,0.205
223472,0.1
223473,0.297
223474,0.091
223475,0.127
223476,0.535
223477,0.078
223478,0.075
223479,0.081
223480,0.016
223481,0.087
223482,0.126
223483,0.104
223484,0.062
223485,0.128
223486,0.042
223487,0.115
223488,0.188
223489,0.066
223490,0.123
223491,0.059
223492,0.348
223493,0.217
223494,0.116
223495,0.147
223496,0.224
223497,0.098
223498,0.193
223499,0.096
223500,0.275
223501,0.382
223502,0.217
223503,0.164
223504,0.144
223505,0.155
223506,0.117
223507,0.204
223508,0.377
223509,0.283
223510,0.093
223511,0.113
223512,0.231
223513,0.031
223514,0.122
223515,0.072
223516,0.227
223517,0.059
223518,0.128
223519,0.194
223520,0.26
223521,0.383
223522,0.22
223523,0.148
223524,0.106
223525,0.161
223526,0.042
223527,0.106
223528,0.097
223529,0.169
223530,0.334
223531,0.18
223532,0.036
223533,0.174
223534,0.095
223535,0.177
223536,0.227
223537,0.242
223538,0.563
223539,0.215
223540,0.103
223541,0.129
223542,0.094
223543,0.326
223544,0.197
223545,0.131
223546,0.188
223547,0.165
223548,0.265
223549,0.118
223550,0.067
223551,0.208
223552,0.379
223553,0.405
223554,0.054
223555,0.214
223556,0.072
223557,0.007
223558,0.272
223559,0.16
223560,0.397
223561,0.153
223562,0.148
223563,0.524
223564,0.086
223565,0.311
223566,0.077
223567,0.016
223568,0.257
223569,0.382
223570,0.036
223571,0.06
223572,0.13
223573,0.036
223574,0.152
223575,0.156
223576,0.201
223577,0.206
223578,0.439
223579,0.337
223580,0.065
223581,0.448
223582,0.152
223583,0.28
223584,0.504
223585,0.081
223586,0.47
223587,0.089
223588,0.293
223589,0.185
223590,0.224
223591,0.044
223592,0.17
223593,0.134
223594,0.052
223595,0.126
223596,0.409
223597,0.198
223598,0.243
223599,0.149
223600,0.289
223601,0.209
223602,0.038
223603,0.258
223604,0.059
223605,0.111
223606,0.113
223607,0.141
223608,0.117
223609,0.092
223610,0.077
223611,0.124
223612,0.307
223613,0.149
223614,0.169
223615,0.058
223616,0.263
223617,0.094
223618,0.046
223619,0.26
223620,0.187
223621,0.076
223622,0.244
223623,0.124
223624,0.369
223625,0.19
223626,0.13
223627,0.142
223628,0.338
223629,0.203
223630,0.234
223631,0.231
223632,0.276
223633,0.112
223634,0.153
223635,0.162
223636,0.306
223637,0.547
223638,0.3
223639,0.426
223640,0.108
223641,0.046
223642,0.289
223643,0.62
223644,0.096
223645,0.056
223646,0.066
223647,0.133
223648,0.137
223649,0.099
223650,0.15
223651,0.104
223652,0.135
223653,0.124
223654,0.301
223655,0.132
223656,0.221
223657,0.144
223658,0.21
223659,0.246
223660,0.063
223661,0.174
223662,0.097
223663,0.317
223664,0.175
223665,0.25
223666,0.083
223667,0.117
223668,0.145
223669,0.098
223670,0.306
223671,0.055
223672,0.171
223673,0.066
223674,0.278
223675,0.182
223676,0.126
223677,0.161
223678,0.116
223679,0.127
223680,0.22
223681,0.106
223682,0.184
223683,0.49
223684,0.02
223685,0.25
223686,0.186
223687,0.546
223688,0.094
223689,0.441
223690,0.149
223691,0.108
223692,0.093
223693,0.112
223694,0.006
223695,0.03
223696,0.133
223697,0.175
223698,0.109
223699,0.11
223700,0.178
223701,0.099
223702,0.209
223703,0.13
223704,0.104
223705,0.161
223706,0.115
223707,0.19
223708,0.301
223709,0.182
223710,0.149
223711,0.205
223712,0.11
223713,0.562
223714,0.345
223715,0.066
223716,0.111
223717,0.152
223718,0.204
223719,0.151
223720,0.027
223721,0.095
223722,0.115
223723,0.146
223724,0.325
223725,0.118
223726,0.075
223727,0.255
223728,0.165
223729,0.094
223730,0.064
223731,0.153
223732,0.143
223733,0.11
223734,0.165
223735,0.31
223736,0.286
223737,0.099
223738,0.092
223739,0.159
223740,0.246
223741,0.246
223742,0.223
223743,0.053
223744,0.071
223745,0.122
223746,0.366
223747,0.377
223748,0.173
223749,0.35
223750,0.063
223751,0.034
223752,0.024
223753,0.194
223754,0.534
223755,0.341
223756,0.267
223757,0.083
223758,0.068
223759,0.157
223760,0.117
223761,0.022
223762,0.24
223763,0.196
223764,0.083
223765,0.132
223766,0.372
223767,0.261
223768,0.04
223769,0.057
223770,0.341
223771,0.152
223772,0.375
223773,0.105
223774,0.143
223775,0.24
223776,0.055
223777,0.083
223778,0.02
223779,0.573
223780,0.145
223781,0.104
223782,0.209
223783,0.145
223784,0.139
223785,0.231
223786,0.119
223787,0.584
223788,0.167
223789,0.342
223790,0.106
223791,0.11
223792,0.104
223793,0.08
223794,0.278
223795,0.244
223796,0.193
223797,0.205
223798,0.532
223799,0.179
223800,0.381
223801,0.348
223802,0.3
223803,0.114
223804,0.086
223805,0.217
223806,0.091
223807,0.132
223808,0.334
223809,0.103
223810,0.226
223811,0.151
223812,0.27
223813,0.162
223814,0.122
223815,0.061
223816,0.349
223817,0.118
